annoc,time
السوق المالية السعودية (تداول) تعلن عن إضافة أسهم المنحة المجانية و تعديل سعر سهم الشركة المتحدة للإلكترونيات,1434/05/21    02/04/2013 08:49:38 
إحصائيات التداول (تصنيف الجنسية و نوع المستثمر) - مارس 2013,1434/05/20    01/04/2013 15:43:45 
السوق المالية السعودية (تداول)   التقرير الإحصائي   الربع الأول 2013 م,1434/05/20    01/04/2013 09:22:26 
السوق المالية السعودية (تداول) تعلن عن تحديث الأسهم الحرة (المتاحة للتداول) لجميع الشركات للربع الاول 2013 م,1434/05/18    30/03/2013 09:08:22 
السوق المالية السعودية ( تداول ) تعلن عن صيانة المؤشرات للربع الأول 2013 م ,1434/05/18    30/03/2013 09:10:56 
السوق المالية السعودية (تداول) تعلن عن إضافة أسهم المنحة المجانية و تعديل سعر سهم شركة اسمنت ينبع,1434/05/13    25/03/2013 08:40:26 
موافقة الهيئة على طلب شركة الصقر للتأمين التعاوني زيادة رأس مالها عن طريق منح أسهم مجانية,1434/05/05    17/03/2013 15:31:09 
موافقة الهيئة على طلب الشركة التعاونية للتأمين زيادة رأس مالها عن طريق منح أسهم مجانية,1434/05/05    17/03/2013 15:33:30 
إعلان بشأن موافقة مجلس الهيئة على طرح صكوك لشركة صدارة للخدمات الأساسية,1434/05/04    16/03/2013 10:07:46 
إعلان من هيئة السوق المالية بشأن إدراج الشركة الوطنية للرعاية الطبية,1434/04/29    11/03/2013 15:36:23 
 موافقة الهيئة على طلب شركة تكوين المتطورة للصناعات زيادة رأس مالها عن طريق منح أسهم مجانية ,1434/04/28    10/03/2013 15:42:12 
موافقة الهيئة على طلب شركة الخليج للتدريب والتعليم زيادة رأس مالها عن طريق منح أسهم مجانية,1434/04/28    10/03/2013 15:43:05 
إعلان من هيئة السوق المالية برفع تعليق تداول سهم الشركة المتحدة للتأمين التعاوني,1434/04/22    04/03/2013 08:50:51 
موافقة الهيئة على طلب شركة مجموعة الطيار للسفر زيادة رأس مالها عن طريق منح أسهم مجانية,1434/04/21    03/03/2013 15:39:40 
موافقة الهيئة على طلب شركة هرفي للـخدمات الغذائية زيادة رأس مالها عن طريق منح أسهم مجانية,1434/04/21    03/03/2013 15:37:50 
إعـلان مـن هيـئة الـسوق المالية بشأن الموافقة على طرح وحدات صندوق استثماري طرحاً عاماً,1434/04/21    03/03/2013 15:36:04 
إعـلان مـن هـيـئة السوق المالية بشأن الموافقة على طرح وحدات صندوق استثماري طرحاً عاماً,1434/04/21    03/03/2013 15:34:25 
إحصائيات التداول (تصنيف الجنسية و نوع المستثمر) - فبراير 2013,1434/04/20    02/03/2013 15:36:07 
تقرير أداء السوق المالية السعودية (تداول) - فبراير 2013 م,1434/04/18    28/02/2013 15:53:22 
تـداول تعلن إضافة أسهم اكتتاب الشركة الوطنية للرعاية الطبية (رعاية).,1434/04/17    27/02/2013 08:33:13 
إعلان من هيئة السوق المالية بخصـوص تعليق تداول أوراق مالية,1434/04/16    26/02/2013 08:07:56 
موافقة الهيئة على طلب شركة إتحاد مصانع الأسلاك زيادة رأس مالها عن طريق منح أسهم مجانية,1434/04/14    24/02/2013 15:36:29 
موافقة الهيئة على طلب شركة أسمنت ينبع زيادة رأس مالها عن طريق منح أسهم مجانية,1434/04/14    24/02/2013 15:41:23 
موافقة الهيئة على طلب بنك البلاد زيادة رأس ماله عن طريق منح أسهم مجانية,1434/04/14    24/02/2013 15:39:50 
ترخيص هيئة السوق المالية لشركة ألبن كابيتال العربية السعودية لتقديم خدمات أعمال الأوراق المالية,1434/04/14    24/02/2013 15:43:13 
موافقة الهـيئة على طلب الشركة المتحدة الدولية للمواصلات زيادة رأس مالها عن طريق منح أسهم مجانية,1434/03/29    10/02/2013 15:30:37 
موافقة الهيئة على طلب شركة عودة كابيتال خفض رأس مالها,1434/03/29    10/02/2013 15:32:19 
موافقة الهيئة على طلب شركة إتقان كابيتال خفض رأس مالها,1434/03/29    10/02/2013 15:31:29 
إعلان من هيئة السوق المالية بشأن إيقاف تداول أسهم الشركة السعودية للاتصالات المتكاملة,1434/03/25    06/02/2013 09:42:32 
إعلان بشأن صدور قرار جزائي قطعي من لجنة الفصل في منازعات الأوراق المالية بإدانة مخالفين لنـظام السوق المالية ولوائحه التنفيذية,1434/03/25    06/02/2013 15:57:04 
إعــلان من هيئة السـوق المالية بشأن الموافقة على طـرح وحدات صندوق استثماري طرحاً عاماً,1434/03/22    03/02/2013 15:34:41 
إعلان من هيئة السوق المالية بـشأن المـوافقة على طرح وحدات صندوق استثماري طرحاً عاماً,1434/03/22    03/02/2013 15:32:11 
إعلان من هيئة السوق المالية بشأن إدراج شركة أسمنت المنطقة الشمالية,1434/03/21    02/02/2013 16:18:16 
إحصائيات التداول (تصنيف الجنسية و نوع المستثمر) - يناير 2013,1434/03/21    02/02/2013 15:33:50 
تـداول تعلن إضافة أسهم اكتتاب شركة أسمنت المنطقة الشمالية.,1434/03/21    02/02/2013 07:53:17 
تقرير أداء السوق المالية السعودية (تداول) - يناير 2013 م,1434/03/19    31/01/2013 16:40:06 
إعلان من هيئة السوق المالية بشأن صدور قرار من لجنة الاستئناف في منازعات الأوراق المالية بإدانة مخالف لنظام السوق المـالية ولوائحه التنفيذية,1434/03/18    30/01/2013 15:32:01 
إعلان بشأن تحـديد فترة حـظر تعامـلات أعضــاء مجالس الإدارات و كبـار التنفيذيين,1434/03/11    23/01/2013 15:32:31 
إعلان بشأن النتائج المالية الأولية للربع الرابع لشركة الباحة للاستثمار والتنمية,1434/03/10    22/01/2013 15:33:16 
إعلان بشأن صدور قرار جزائي قطعي من لجنة الفصل في منازعات الأوراق المالية بإدانة مخالفين لنظام السوق المالية ولوائحه التنفيذية,1434/03/04    16/01/2013 10:20:45 
السوق المالية السعودية (تداول) تعلن عن إضافة أسهم المنحة المجانية و تعديل سعر سهم شركة إتحاد إتصالات,1434/03/01    13/01/2013 08:16:48 
إعلان في شأن تعديل المادة (25) من لائحة الأشخاص المرخص لهم,1434/03/01    13/01/2013 15:31:34 
إعلان بشأن صدور قرار جزائي قطعي من لجنة الفصل في منازعات الأوراق المالية بإدانة مخالف لنظام السوق المالية ولوائحه التنفيذية,1434/03/01    13/01/2013 15:30:17 
تعلن السوق المالية السعودية (تداول) عن إضافة الإصدار الأول من صكوك شركة أوركس السعودية للتأجير التمويلي في المحافظ الاستثمارية,1434/02/26    08/01/2013 07:35:26 
إعلان من هيئة السوق المالية بشأن إدراج الإصدار الأول من صكوك شركة أوركس السعودية للتأجير التمويلي,1434/02/26    08/01/2013 16:38:07 
السوق المالية السعودية (تداول) - التقرير الإحصائي السنوي - 2012  م,1434/02/19    01/01/2013 08:05:06 
تقرير التداول الإحصائي التفصيلي حسب الجنسية ونوع المستثمر        ديسمبر  2012,1434/02/19    01/01/2013 15:32:56 
